BG10106	RBAM_000520	91.72	290	24	0	1	290	1	290	1e-161	 565
BG10106	Bmo2616	94.83	290	15	0	1	290	7	296	5e-161	 563
BG10106	BG10106	100.00	290	0	0	1	290	1	290	2e-160	 561
BG10106	NT03BL0059	78.28	290	63	0	1	290	1	290	3e-154	 541
BG10106	BPUM_0027	79.31	290	60	0	1	290	1	290	3e-154	 540
BG10106	BA_0040	58.62	290	115	1	1	290	1	285	2e-143	 505
BG10106	BCE_0040	58.62	290	115	1	1	290	1	285	2e-143	 505
BG10106	NT02BT0050	58.62	290	115	1	1	290	1	285	2e-143	 505
BG10106	BCE33L0038	58.62	290	115	1	1	290	1	285	4e-143	 504
BG10106	BH0058	54.48	290	127	1	1	290	1	285	7e-143	 503
BG10106	BC_0047	58.62	290	115	1	1	290	1	285	1e-142	 502
BG10106	BcerKBAB4_0037	58.62	290	115	1	1	290	1	285	3e-142	 501
BG10106	NT03BC0085	53.79	290	129	1	1	290	1	285	1e-138	 488
