BC_2296	BG13088
BC_4467	BG10346
BC_1830	BG10490
BC_1509	BG10275
BC_0877	BG13036
BC_1925	BG13506
BC_0544	BG12236
BC_1031	BG13484
BC_4420	BG13781
BC_0390	BG10491
BC_0412	BG12231
BC_0878	BG13035
BC_2031	BG11791
BC_4466	BG10347
BC_4954	BG14044
BC_0545	BG11811
BC_0047	BG10106
BC_4984	BG14013
BC_0872	BG11187
BC_4774	BG13104
BC_3963	BG10946
BC_1217	BG13153
BC_0821	BG11801
BC_3770	BG10494
BC_5391	BG10608
BC_2874	BG10500
BC_1222	BG10498
BC_3136	BG13822
BC_1218	BG10499
BC_3081	BG13084
BC_2203	BG12167
BC_5390	BG11172
BC_3936	BG13356
BC_3621	BG11822
BC_1559	BG11448
BC_3992	BG13415
BC_3534	BG11881
BC_1600	BG11609
BC_2873	BG10497
BC_0822	BG11800
BC_4281	BG11666
BC_3582	BG13537
BC_0823	BG11799
BC_1560	BG10493
BC_0886	BG13000
