BG10012	RBAM_037610	72.05	161	44	1	1	160	1	161	1e-62	 235
BG10012	BG10012	100.00	160	0	0	1	160	1	160	5e-62	 233
BG10012	NT02BT3082	60.00	160	63	1	1	160	1	159	1e-57	 218
BG10012	BA_3121	60.87	161	59	2	1	160	1	158	2e-57	 218
BG10012	BCE33L2830	59.38	160	64	1	1	160	1	159	2e-57	 217
BG10012	NT03BL4618	64.15	159	56	1	2	160	1	158	3e-52	 200
BG10012	RBAM_009440	18.09	188	122	4	4	160	23	209	2e-46	 181
BG10012	BPUM_0868	17.02	188	124	4	4	160	18	204	4e-46	 180
BG10012	Bmo1818	18.09	188	120	5	4	160	73	257	4e-46	 180
BG10012	BH3888	18.32	191	124	4	1	160	30	219	2e-45	 177
BG10012	BG11595	18.09	188	120	5	4	160	21	205	6e-45	 176
BG10012	NT03BL1031	18.52	189	124	2	2	160	10	198	7e-39	 156
BG10012	BG13779	23.91	138	64	1	23	160	1	97	5e-28	 120
BG10012	NT03BC1360	18.52	189	121	4	4	160	21	208	1e-27	 119
BG10012	RBAM_005870	36.25	80	51	0	81	160	19	98	1e-23	 106
BG10012	NT03BL2051	42.31	78	45	0	83	160	20	97	7e-16	79.9
BG10012	Bmo3202	38.46	78	48	0	83	160	7	84	5e-14	73.7
BG10012	Bmo1781	36.47	85	53	1	73	157	1	84	1e-13	72.6
BG10012	RBAM_005910	28.40	81	58	0	1	81	1	81	1e-12	69.5
BG10012	BG12271	28.75	80	57	0	2	81	1	80	1e-12	69.5
BG10012	BH0743	40.79	76	45	0	83	158	20	95	2e-12	68.7
BG10012	NT03BL2052	30.51	59	41	0	5	63	1	59	1e-11	65.6
BG10012	BG12270	39.76	83	49	1	75	157	16	97	2e-11	64.9
BG10012	BG13780	30.65	62	43	0	5	66	1	62	7e-11	63.3
BG10012	RBAM_005880	31.82	66	45	0	4	69	1	66	8e-11	63.3
BG10012	RBAM_005900	40.00	75	44	1	75	149	17	90	2e-10	62.2
BG10012	BH0742	32.14	56	38	0	4	59	2	57	2e-09	58.3
BG10022	BG10022	100.00	262	0	0	1	262	1	262	8e-135	 476
BG10106	RBAM_000520	91.72	290	24	0	1	290	1	290	1e-161	 565
BG10106	Bmo2616	94.83	290	15	0	1	290	7	296	5e-161	 563
BG10106	BG10106	100.00	290	0	0	1	290	1	290	2e-160	 561
BG10106	NT03BL0059	78.28	290	63	0	1	290	1	290	3e-154	 541
BG10106	BPUM_0027	79.31	290	60	0	1	290	1	290	3e-154	 540
BG10106	BA_0040	58.62	290	115	1	1	290	1	285	2e-143	 505
BG10106	BCE_0040	58.62	290	115	1	1	290	1	285	2e-143	 505
BG10106	NT02BT0050	58.62	290	115	1	1	290	1	285	2e-143	 505
BG10106	BCE33L0038	58.62	290	115	1	1	290	1	285	4e-143	 504
BG10106	BH0058	54.48	290	127	1	1	290	1	285	7e-143	 503
BG10106	BC_0047	58.62	290	115	1	1	290	1	285	1e-142	 502
BG10106	BcerKBAB4_0037	58.62	290	115	1	1	290	1	285	3e-142	 501
BG10106	NT03BC0085	53.79	290	129	1	1	290	1	285	1e-138	 488
BG10275	Bmo2839	98.98	492	5	0	1	492	12	503	0.0	 970
BG10275	BG10275	100.00	492	0	0	1	492	1	492	0.0	 970
BG10275	BPUM_2011	94.72	492	26	0	1	492	2	493	0.0	 963
BG10275	BA_1530	88.21	492	58	0	1	492	1	492	0.0	 961
BG10275	BC_1509	88.21	492	58	0	1	492	1	492	0.0	 961
BG10275	BCE33L1391	88.21	492	58	0	1	492	1	492	0.0	 961
BG10275	NT02BT1543	88.21	492	58	0	1	492	1	492	0.0	 961
BG10275	RBAM_020960	96.54	492	17	0	1	492	13	504	0.0	 961
BG10275	BcerKBAB4_1433	88.21	492	58	0	1	492	1	492	0.0	 961
BG10275	BCE_1636	88.01	492	59	0	1	492	1	492	0.0	 957
BG10275	NT03BC2159	87.40	492	62	0	1	492	1	492	0.0	 954
BG10275	BH1645	87.40	492	62	0	1	492	1	492	0.0	 953
BG10275	NT03BL2566	94.95	455	23	0	38	492	1	455	0.0	 889
BG10346	Bmo2727	52.61	690	208	13	1	575	10423	11108	3e-155	 545
BG10346	BG10346	100.00	575	0	0	1	575	1	575	2e-134	 476
BG10346	RBAM_025170	42.77	629	290	9	1	575	2	614	8e-104	 374
BG10346	NT03BL3125	51.19	252	107	2	1	236	1	252	1e-54	 211
BG10346	NT03BL3125	46.71	167	79	4	415	575	295	457	2e-34	 143
BG10346	Bmo2700	41.27	504	286	3	1	495	3	505	2e-49	 194
BG10346	Bmo2700	52.87	401	159	4	179	575	314	688	2e-35	 147
BG10346	BPUM_2452	68.32	161	49	1	1	159	2	162	4e-47	 186
BG10346	BPUM_2452	45.05	182	77	2	417	575	245	426	4e-27	 120
BG10346	BH3042	22.99	348	251	4	1	338	3	343	1e-43	 175
BG10346	BH3042	16.11	360	210	5	216	575	147	414	6e-20	96.2
BG10346	BA_4692	44.29	140	76	1	1	138	1	140	2e-39	 160
BG10346	BA_4692	44.87	78	41	2	499	575	251	327	1e-17	88.5
BG10346	NT02BT4452	39.43	175	104	1	1	173	1	175	9e-39	 158
