# BLASTP 2.2.13 [Nov-27-2005]
# Iteration: 1
# Query: BG11187 
# Database: /home/hqin/coat.protein07/genomes/_bacilli.genomes.012710.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BG11187	Bmo1520	95.52	268	12	0	1	268	35	302	2e-123	 438
BG11187	BG11187	100.00	268	0	0	1	268	1	268	4e-121	 430
BG11187	NT03BL0429	77.99	268	59	0	1	268	1	268	5e-120	 427
BG11187	BPUM_0340	74.54	271	66	1	1	268	2	272	3e-117	 417
BG11187	RBAM_003780	83.21	268	42	2	1	268	2	266	1e-115	 412
BG11187	BH0170	48.55	276	132	4	2	268	1	275	3e-108	 388
BG11187	BA_0855	50.37	270	126	4	2	268	1	265	1e-100	 363
BG11187	BCE_0945	50.37	270	126	4	2	268	1	265	1e-100	 362
BG11187	BC_0872	50.74	270	125	4	2	268	1	265	2e-100	 361
BG11187	BCE33L0753	50.37	270	126	4	2	268	1	265	3e-100	 361
BG11187	NT02BT0896	50.37	270	126	4	2	268	1	265	3e-100	 361
BG11187	BcerKBAB4_0759	50.74	270	125	4	2	268	1	265	3e-100	 361
BG11187	BcerKBAB4_0348	26.67	270	182	6	1	267	2	258	3e-89	 324
BG11187	NT02BT0419	27.04	270	181	6	1	267	1	257	2e-88	 322
BG11187	BCE33L0339	27.04	270	181	6	1	267	1	257	8e-88	 320
BG11187	BCE_0468	26.67	270	182	6	1	267	1	257	1e-87	 319
BG11187	BC_0402	27.04	270	181	5	1	267	1	257	1e-82	 303
BG11187	NT03BL0389	34.67	274	168	7	3	268	8	278	2e-43	 172
BG11187	BPUM_0305	36.06	269	159	7	8	268	14	277	4e-41	 165
BG11187	BG11178	37.59	274	158	7	3	268	8	276	4e-41	 165
BG11187	Bmo1545	34.91	275	165	8	2	268	8	276	8e-41	 164
BG11187	BPUM_0347	33.82	272	157	7	3	267	4	259	3e-40	 162
BG11187	BG11889	35.27	241	146	6	34	267	22	259	2e-39	 159
BG11187	BcerKBAB4_3233	34.10	261	150	6	14	268	17	261	1e-36	 150
BG11187	NT03BC3322	28.73	275	184	8	1	267	1	271	3e-36	 149
BG11187	BCE_3545	34.22	263	151	6	12	268	14	260	7e-36	 147
BG11187	BPUM_3296	25.50	251	177	6	20	267	48	291	4e-35	 144
BG11187	NT03BC0032	26.12	268	187	6	1	264	1	261	4e-35	 144
BG11187	RBAM_003920	34.93	229	139	6	46	267	33	258	5e-35	 144
BG11187	BG11727	29.52	271	169	7	2	266	1	255	6e-34	 141
BG11187	Bmo1584	29.52	271	169	7	2	266	1	255	6e-34	 141
BG11187	BH1461	25.27	277	192	8	1	265	1	274	1e-33	 140
BG11187	RBAM_022280	27.21	272	176	7	1	266	1	256	4e-33	 138
BG11187	BCE_A0208	31.33	233	151	7	40	266	25	254	2e-30	 129
BG11187	BG13885	29.60	277	172	9	2	268	4	267	3e-30	 129
BG11187	BC_0640	25.36	276	194	7	2	268	4	276	2e-29	 126
BG11187	RBAM_030830	31.54	279	167	10	2	268	2	268	4e-29	 124
BG11187	BCE_0708	25.00	276	195	7	2	268	4	276	6e-29	 124
BG11187	BCE33L0551	25.00	276	195	7	2	268	4	276	6e-29	 124
BG11187	BA_0640	25.00	276	195	7	2	268	4	276	8e-29	 124
BG11187	NT02BT0662	25.00	276	195	7	2	268	4	276	8e-29	 124
BG11187	BcerKBAB4_0553	24.28	276	197	7	2	268	4	276	1e-28	 123
BG11187	BA_4376	28.94	273	172	8	2	266	1	259	4e-28	 121
BG11187	NT02BT4148	28.94	273	172	8	2	266	1	259	4e-28	 121
BG11187	BC_4150	29.26	270	169	7	2	263	1	256	7e-28	 121
BG11187	BcerKBAB4_3995	28.52	270	171	8	2	263	2	257	8e-28	 120
BG11187	BCE33L3905	28.57	273	173	8	2	266	1	259	1e-27	 120
BG11187	BCE_4225	28.57	273	173	8	2	266	1	259	1e-27	 119
BG11187	BG13884	26.35	277	179	9	2	268	3	264	1e-27	 119
BG11187	BG11486	23.08	273	198	7	2	265	1	270	5e-27	 118
BG11187	RBAM_030840	29.00	231	150	7	49	268	7	234	2e-26	 116
BG11187	BCE33L0461	24.91	277	195	7	1	267	1	274	6e-26	 114
BG11187	BPUM_2138	29.58	240	157	7	32	266	23	255	6e-26	 114
BG11187	BCE_0609	25.27	277	194	7	1	267	1	274	2e-25	 113
BG11187	BPUM_2383	23.88	268	192	7	1	261	4	266	8e-25	 110
BG11187	RBAM_024540	24.34	267	192	6	9	268	12	275	2e-24	 109
BG11187	NT03BC0879	22.52	262	179	7	18	264	18	270	3e-24	 109
BG11187	NT03BL2739	28.24	170	102	5	2	169	1	152	3e-19	92.6
BG11187	BPUM_2343	21.58	278	191	12	1	265	1	264	5e-16	81.4
BG11187	BH2949	19.05	231	183	3	37	265	19	247	5e-12	68.3
BG11187	NT03BC1052	23.16	285	170	14	1	263	1	258	6e-08	54.9
BG11187	NT03BL2738	43.75	32	18	0	237	268	1	32	8e-05	44.5
# BLASTP 2.2.13 [Nov-27-2005]
# Iteration: 2
# Query: BG11187 
# Database: /home/hqin/coat.protein07/genomes/_bacilli.genomes.012710.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BG11187	Bmo1520	95.52	268	12	0	1	268	35	302	4e-95	 344
BG11187	BG11187	100.00	268	0	0	1	268	1	268	7e-93	 337
BG11187	NT03BL0429	77.99	268	59	0	1	268	1	268	2e-91	 332
BG11187	BPUM_0340	74.54	271	66	1	1	268	2	272	9e-89	 323
BG11187	RBAM_003780	83.58	268	41	2	1	268	2	266	2e-87	 318
BG11187	BH0170	48.55	276	132	4	2	268	1	275	6e-82	 300
BG11187	BCE_0945	50.37	270	126	4	2	268	1	265	6e-76	 280
BG11187	BA_0855	50.37	270	126	4	2	268	1	265	6e-76	 280
BG11187	BcerKBAB4_0759	50.74	270	125	4	2	268	1	265	7e-76	 280
BG11187	BC_0872	50.74	270	125	4	2	268	1	265	9e-76	 280
BG11187	BCE33L0753	50.37	270	126	4	2	268	1	265	2e-75	 279
BG11187	NT02BT0896	50.37	270	126	4	2	268	1	265	2e-75	 279
BG11187	NT02BT0419	27.51	269	179	5	1	266	1	256	7e-71	 263
BG11187	BCE33L0339	27.51	269	179	5	1	266	1	256	7e-71	 263
BG11187	BcerKBAB4_0348	27.14	269	180	5	1	266	2	257	8e-71	 263
BG11187	BCE_0468	27.14	269	180	5	1	266	1	256	2e-70	 262
BG11187	NT03BL0389	34.67	274	168	7	3	268	8	278	7e-69	 257
BG11187	Bmo1545	36.13	274	162	7	3	268	8	276	2e-68	 255
BG11187	BG11178	37.23	274	159	7	3	268	8	276	5e-68	 254
BG11187	BPUM_0347	33.82	275	158	8	1	267	1	259	7e-68	 253
BG11187	NT03BC0032	26.12	268	187	6	1	264	1	261	2e-67	 252
BG11187	BH1461	24.91	277	193	7	1	265	1	274	6e-67	 250
BG11187	BPUM_0305	35.64	275	164	7	2	268	8	277	9e-67	 250
BG11187	BC_0402	27.14	269	180	5	1	266	1	256	1e-66	 250
BG11187	BG11486	22.91	275	200	7	2	267	1	272	2e-65	 245
BG11187	RBAM_024540	23.08	273	199	7	4	268	6	275	3e-64	 241
BG11187	BC_0640	25.00	276	195	7	2	268	4	276	4e-64	 241
