BG10001	Bha4sub4cereus/BG10001/H0/results.Bha4sub4cereus.H0.txt:lnL(ntime: 15  np: 17):  -3191.026914     +0.000000
BG10001	Bha4sub4cereus/BG10001/H1C1/results.Bha4sub4cereus.H1C1.txt:lnL(ntime: 15  np: 18):  -3190.826335     +0.000000
BG10001	Bha4sub4cereus/BG10001/H1S1/results.Bha4sub4cereus.H1S1.txt:lnL(ntime: 15  np: 18):  -3191.013872     +0.000000
BG10001	Bha4sub4cereus/BG10001/H2C1S1/results.Bha4sub4cereus.H2C1S1.txt:lnL(ntime: 15  np: 19):  -3190.556013     +0.000000
BG10001	Bha4sub4cereus/BG10001/H3C2S1/results.Bha4sub4cereus.H3C2S1.txt:lnL(ntime: 15  np: 20):  -3190.505141     +0.000000
BG10002	Bha4sub4cereus/BG10002/H0/results.Bha4sub4cereus.H0.txt:lnL(ntime: 15  np: 17):  -5381.242593     +0.000000
BG10002	Bha4sub4cereus/BG10002/H1C1/results.Bha4sub4cereus.H1C1.txt:lnL(ntime: 15  np: 18):  -5379.189956     +0.000000
BG10002	Bha4sub4cereus/BG10002/H1S1/results.Bha4sub4cereus.H1S1.txt:lnL(ntime: 15  np: 18):  -5378.084053     +0.000000
BG10002	Bha4sub4cereus/BG10002/H2C1S1/results.Bha4sub4cereus.H2C1S1.txt:lnL(ntime: 15  np: 19):  -5378.083672     +0.000000
BG10002	Bha4sub4cereus/BG10002/H3C2S1/results.Bha4sub4cereus.H3C2S1.txt:lnL(ntime: 15  np: 20):  -5377.757887     +0.000000
BG10004	Bha4sub4cereus/BG10004/H0/results.Bha4sub4cereus.H0.txt:lnL(ntime: 15  np: 17):  -7299.810887     +0.000000
BG10004	Bha4sub4cereus/BG10004/H1C1/results.Bha4sub4cereus.H1C1.txt:lnL(ntime: 15  np: 18):  -7299.445423     +0.000000
BG10004	Bha4sub4cereus/BG10004/H1S1/results.Bha4sub4cereus.H1S1.txt:lnL(ntime: 15  np: 18):  -7296.818039     +0.000000
BG10004	Bha4sub4cereus/BG10004/H2C1S1/results.Bha4sub4cereus.H2C1S1.txt:lnL(ntime: 15  np: 19):  -7295.445073     +0.000000
BG10004	Bha4sub4cereus/BG10004/H3C2S1/results.Bha4sub4cereus.H3C2S1.txt:lnL(ntime: 15  np: 20):  -7295.377491     +0.000000
BG10009	Bha4sub4cereus/BG10009/H0/results.Bha4sub4cereus.H0.txt:lnL(ntime: 15  np: 17):  -2292.589300     +0.000000
BG10009	Bha4sub4cereus/BG10009/H1C1/results.Bha4sub4cereus.H1C1.txt:lnL(ntime: 15  np: 18):  -2292.522243     +0.000000
