# BLASTP 2.2.13 [Nov-27-2005]
# Iteration: 1
# Query: BG11017 
# Database: /home/hqin/coat.protein07/genomes/_bacilli.genomes.012710.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BG11017	BG11017	100.00	195	0	0	1	195	1	195	2e-43	 172
BG11017	BcerKBAB4_1895	19.71	208	131	7	4	195	1	188	4e-26	 114
BG11017	BC_2030	18.84	207	126	7	5	195	1	181	2e-22	 102
BG11017	BA_2045	18.81	202	126	6	5	195	1	175	1e-20	96.3
BG11017	NT02BT2029	18.37	196	128	5	5	195	1	169	4e-20	94.7
BG11017	BCE_2114	17.86	196	129	5	5	195	1	169	1e-19	92.8
BG11017	BCE33L1851	17.82	202	134	6	5	195	1	181	4e-18	87.8
BG11017	RBAM_033230	64.14	198	46	6	1	195	1	176	2e-17	85.9
# BLASTP 2.2.13 [Nov-27-2005]
# Iteration: 2
# Query: BG11017 
# Database: /home/hqin/coat.protein07/genomes/_bacilli.genomes.012710.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BG11017	BG11017	100.00	195	0	0	1	195	1	195	5e-42	 167
BG11017	NT02BT2029	18.37	196	128	5	5	195	1	169	2e-36	 148
BG11017	BA_2045	18.32	202	127	5	5	195	1	175	3e-36	 148
BG11017	BcerKBAB4_1895	18.23	203	140	5	4	195	1	188	5e-35	 144
BG11017	BCE_2114	17.86	196	129	5	5	195	1	169	5e-35	 144
BG11017	BC_2030	17.82	202	134	5	5	195	1	181	2e-34	 142
BG11017	BCE33L1851	17.33	202	135	5	5	195	1	181	6e-30	 127
BG11017	RBAM_033230	64.65	198	45	6	1	195	1	176	1e-16	82.8
