# BLASTP 2.2.13 [Nov-27-2005]
# Iteration: 1
# Query: BG11791 
# Database: /home/hqin/coat.protein07/genomes/_bacilli.genomes.012710.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BG11791	Bmo699	92.27	362	28	0	1	362	64155	64516	0.0	 636
BG11791	BG11791	100.00	362	0	0	1	362	1	362	1e-164	 576
BG11791	RBAM_033220	80.11	362	72	0	1	362	2	363	5e-164	 574
BG11791	Bmo514	92.27	362	28	0	1	362	1	362	7e-164	 573
BG11791	BPUM_1005	47.51	362	189	1	1	362	1	361	2e-158	 555
BG11791	NT03BL1235	44.44	360	197	1	2	361	1	357	2e-154	 542
BG11791	BCE33L1852	56.02	357	157	0	6	362	1	357	2e-152	 535
BG11791	NT02BT2030	56.02	357	157	0	6	362	1	357	2e-152	 535
BG11791	BA_2046	55.74	357	158	0	6	362	1	357	3e-152	 535
BG11791	BCE_2115	56.02	357	157	0	6	362	1	357	4e-149	 524
BG11791	BcerKBAB4_1896	56.30	357	156	0	6	362	1	357	1e-148	 523
BG11791	BC_2031	56.30	357	156	0	6	362	1	357	2e-148	 522
BG11791	Bmo1958	25.56	356	227	11	7	362	1	318	1e-116	 416
BG11791	BG13097	24.44	356	220	9	7	362	1	307	2e-113	 405
# BLASTP 2.2.13 [Nov-27-2005]
# Iteration: 2
# Query: BG11791 
# Database: /home/hqin/coat.protein07/genomes/_bacilli.genomes.012710.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BG11791	Bmo699	92.27	362	28	0	1	362	64155	64516	0.0	 673
BG11791	BG11791	100.00	362	0	0	1	362	1	362	8e-178	 619
BG11791	Bmo514	92.27	362	28	0	1	362	1	362	3e-177	 617
BG11791	RBAM_033220	80.11	362	72	0	1	362	2	363	9e-177	 616
BG11791	BPUM_1005	47.51	362	189	1	1	362	1	361	1e-169	 592
BG11791	NT03BL1235	44.44	360	197	1	2	361	1	357	3e-166	 581
BG11791	BCE33L1852	56.02	357	157	0	6	362	1	357	4e-165	 577
BG11791	NT02BT2030	56.02	357	157	0	6	362	1	357	4e-165	 577
BG11791	BA_2046	55.74	357	158	0	6	362	1	357	4e-164	 574
BG11791	BCE_2115	56.02	357	157	0	6	362	1	357	6e-162	 567
BG11791	BcerKBAB4_1896	56.30	357	156	0	6	362	1	357	1e-161	 565
BG11791	BC_2031	56.30	357	156	0	6	362	1	357	8e-161	 563
BG11791	Bmo1958	25.56	356	227	11	7	362	1	318	1e-127	 453
BG11791	BG13097	24.44	356	220	9	7	362	1	307	3e-124	 441
