BcerKBAB4_0990 BPUM_0959	aligned_codons	312	dN	0.2342	dS	3.9454	omega(dN/dS)	0.0594
BcerKBAB4_0757 BPUM_0918	aligned_codons	586	dN	0.3057	dS	6.2836	omega(dN/dS)	0.0487
BcerKBAB4_3742 BPUM_1410	aligned_codons	731	dN	2.1854	dS	4.2918	omega(dN/dS)	0.5092
BcerKBAB4_2823 BPUM_0617	aligned_codons	581	dN	0.4580	dS	4.4052	omega(dN/dS)	0.1040
BcerKBAB4_4301 BPUM_2446	aligned_codons	370	dN	0.9731	dS	2.0930	omega(dN/dS)	0.4650
BcerKBAB4_4969 BPUM_3611	aligned_codons	300	dN	0.6058	dS	4.0184	omega(dN/dS)	0.1507
BcerKBAB4_3105 BPUM_2116	aligned_codons	501	dN	0.5169	dS	4.2779	omega(dN/dS)	0.1208
BcerKBAB4_1085 BPUM_1067	aligned_codons	250	dN	0.2410	dS	3.7394	omega(dN/dS)	0.0645
BcerKBAB4_3781 BPUM_1369	aligned_codons	107	dN	0.4096	dS	1.7061	omega(dN/dS)	0.2401
BcerKBAB4_0963 BPUM_0951	aligned_codons	247	dN	0.2368	dS	2.6244	omega(dN/dS)	0.0902
BcerKBAB4_4058 BPUM_1283	aligned_codons	342	dN	0.1834	dS	4.0162	omega(dN/dS)	0.0457
BcerKBAB4_2094 BPUM_3601	aligned_codons	450	dN	0.2278	dS	1.6119	omega(dN/dS)	0.1413
BcerKBAB4_3637 BPUM_1564	aligned_codons	99	dN	0.3389	dS	2.8662	omega(dN/dS)	0.1183
BcerKBAB4_4141 BPUM_2250	aligned_codons	374	dN	0.3203	dS	4.1103	omega(dN/dS)	0.0779
BcerKBAB4_4030 BPUM_2160	aligned_codons	298	dN	0.3737	dS	3.8762	omega(dN/dS)	0.0964
BcerKBAB4_0271 BPUM_0598	aligned_codons	435	dN	0.1327	dS	2.4555	omega(dN/dS)	0.0540
BcerKBAB4_4742 BPUM_1867	aligned_codons	205	dN	0.7463	dS	3.5350	omega(dN/dS)	0.2111
BcerKBAB4_4088 BPUM_2198	aligned_codons	67	dN	0.5627	dS	2.5886	omega(dN/dS)	0.2174
BcerKBAB4_5131 BPUM_3353	aligned_codons	323	dN	0.1139	dS	2.1973	omega(dN/dS)	0.0518
BcerKBAB4_1645 BPUM_0992	aligned_codons	282	dN	0.7956	dS	2.9798	omega(dN/dS)	0.2670
BcerKBAB4_4699 BPUM_2720	aligned_codons	318	dN	0.3143	dS	1.9098	omega(dN/dS)	0.1646
BcerKBAB4_0111 BPUM_0108	aligned_codons	280	dN	1.8050	dS	3.4094	omega(dN/dS)	0.5294
BcerKBAB4_4229 BPUM_2371	aligned_codons	310	dN	0.2836	dS	1.5114	omega(dN/dS)	0.1876
BcerKBAB4_4525 BcerKBAB4_4525	aligned_codons	107	dN		dS		omega(dN/dS)	
BcerKBAB4_3927 BPUM_2091	aligned_codons	307	dN	0.3615	dS	3.9449	omega(dN/dS)	0.0916
BcerKBAB4_3754 BPUM_1397	aligned_codons	264	dN	0.3697	dS	2.3936	omega(dN/dS)	0.1545
BcerKBAB4_1127 BPUM_1102	aligned_codons	206	dN	0.7416	dS	3.4009	omega(dN/dS)	0.2181
BcerKBAB4_0309 BPUM_1341	aligned_codons	411	dN	0.3241	dS	2.6442	omega(dN/dS)	0.1226
BcerKBAB4_5154 BPUM_0719	aligned_codons	251	dN	0.2195	dS	3.7791	omega(dN/dS)	0.0581
BcerKBAB4_4732 BPUM_2815	aligned_codons	209	dN	0.4136	dS	3.6338	omega(dN/dS)	0.1138
BcerKBAB4_3485 BPUM_2804	aligned_codons	388	dN	0.2282	dS	3.2467	omega(dN/dS)	0.0703
BcerKBAB4_3657 BPUM_1509	aligned_codons	300	dN	0.6420	dS	3.8586	omega(dN/dS)	0.1664
BcerKBAB4_0981 BPUM_1621	aligned_codons	182	dN	0.7853	dS	3.4491	omega(dN/dS)	0.2277
BcerKBAB4_0805 BPUM_1064	aligned_codons	302	dN	0.5656	dS	2.7394	omega(dN/dS)	0.2065
BcerKBAB4_0034 BPUM_0023	aligned_codons	255	dN	0.2136	dS	2.3857	omega(dN/dS)	0.0895
BcerKBAB4_1276 BPUM_2735	aligned_codons	498	dN	0.4687	dS	4.3527	omega(dN/dS)	0.1077
BcerKBAB4_5274 BPUM_3730	aligned_codons	295	dN	0.2466	dS	3.8707	omega(dN/dS)	0.0637
BcerKBAB4_0070 BPUM_0064	aligned_codons	77	dN	0.2663	dS	1.5357	omega(dN/dS)	0.1734
BcerKBAB4_1191 BPUM_2195	aligned_codons	191	dN	0.5496	dS	2.4332	omega(dN/dS)	0.2259
BcerKBAB4_4821 BcerKBAB4_4821	aligned_codons	279	dN		dS		omega(dN/dS)	
BcerKBAB4_0286 BPUM_0625	aligned_codons	748	dN	0.2362	dS	3.1858	omega(dN/dS)	0.0741
BcerKBAB4_4415 BPUM_2549	aligned_codons	212	dN	0.4462	dS	1.6815	omega(dN/dS)	0.2653
BcerKBAB4_5016 BPUM_2711	aligned_codons	350	dN	0.5538	dS	1.5513	omega(dN/dS)	0.3570
BcerKBAB4_2211 BPUM_1775	aligned_codons	142	dN	0.6076	dS	2.2833	omega(dN/dS)	0.2661
BcerKBAB4_3811 BPUM_1308	aligned_codons	64	dN	0.6443	dS	4.1059	omega(dN/dS)	0.1569
BcerKBAB4_4720 BPUM_2802	aligned_codons	453	dN	0.1606	dS	4.2297	omega(dN/dS)	0.0380
BcerKBAB4_2047 BPUM_2350	aligned_codons	404	dN	0.6563	dS	4.0507	omega(dN/dS)	0.1620
BcerKBAB4_4166 BPUM_2281	aligned_codons	189	dN	0.3172	dS	1.8679	omega(dN/dS)	0.1698
BcerKBAB4_5278 BPUM_3734	aligned_codons	208	dN	0.5188	dS	3.5565	omega(dN/dS)	0.1459
BcerKBAB4_3865 BPUM_1252	aligned_codons	427	dN	0.3586	dS	4.1811	omega(dN/dS)	0.0858
BcerKBAB4_5280 BPUM_3736	aligned_codons	120	dN	0.3384	dS	3.1630	omega(dN/dS)	0.1070
BcerKBAB4_3633 BPUM_1568	aligned_codons	119	dN	0.1855	dS	3.1719	omega(dN/dS)	0.0585
BcerKBAB4_1555 BPUM_3190	aligned_codons	507	dN	0.9878	dS	2.2270	omega(dN/dS)	0.4436
BcerKBAB4_4188 BPUM_2304	aligned_codons	51	dN	0.3052	dS	1.1977	omega(dN/dS)	0.2548
BcerKBAB4_4390 BPUM_1968	aligned_codons	496	dN	2.6521	dS	4.1211	omega(dN/dS)	0.6435
BcerKBAB4_2499 BcerKBAB4_2499	aligned_codons	571	dN		dS		omega(dN/dS)	
BcerKBAB4_3697 BPUM_1464	aligned_codons	1053	dN	2.6486	dS	2.0074	omega(dN/dS)	1.3194
BcerKBAB4_2057 BcerKBAB4_2057	aligned_codons	365	dN		dS		omega(dN/dS)	
BcerKBAB4_1698 BcerKBAB4_1698	aligned_codons	245	dN		dS		omega(dN/dS)	
BcerKBAB4_3733 BPUM_1422	aligned_codons	387	dN	0.1557	dS	2.1823	omega(dN/dS)	0.0713
BcerKBAB4_0224 BPUM_0428	aligned_codons	568	dN	1.9135	dS	4.0197	omega(dN/dS)	0.4760
BcerKBAB4_3648 BPUM_1550	aligned_codons	241	dN	0.1213	dS	1.8773	omega(dN/dS)	0.0646
BcerKBAB4_3559 BcerKBAB4_3559	aligned_codons	319	dN		dS		omega(dN/dS)	
BcerKBAB4_1259 BPUM_1266	aligned_codons	165	dN	0.1449	dS	3.3437	omega(dN/dS)	0.0433
BcerKBAB4_4312 BPUM_1212	aligned_codons	153	dN	0.4587	dS	3.9198	omega(dN/dS)	0.1170
BcerKBAB4_4001 BPUM_2142	aligned_codons	500	dN	2.1123	dS	3.8586	omega(dN/dS)	0.5474
BcerKBAB4_0064 BPUM_0058	aligned_codons	472	dN	0.3738	dS	4.1980	omega(dN/dS)	0.0890
BcerKBAB4_4476 BPUM_2600	aligned_codons	529	dN	0.2977	dS	2.9610	omega(dN/dS)	0.1005
BcerKBAB4_3929 BPUM_2099	aligned_codons	327	dN	0.5362	dS	3.4272	omega(dN/dS)	0.1565
BcerKBAB4_1390 BPUM_2053	aligned_codons	164	dN	0.5529	dS	3.3565	omega(dN/dS)	0.1647
BcerKBAB4_3677 BPUM_1487	aligned_codons	198	dN	0.2199	dS	3.5235	omega(dN/dS)	0.0624
BcerKBAB4_2361 BPUM_1779	aligned_codons	651	dN	0.5443	dS	2.5733	omega(dN/dS)	0.2115
BcerKBAB4_3179 BPUM_1869	aligned_codons	222	dN	0.3295	dS	3.7015	omega(dN/dS)	0.0890
BcerKBAB4_1466 BPUM_1972	aligned_codons	128	dN	0.2567	dS	3.2203	omega(dN/dS)	0.0797
BcerKBAB4_1078 BPUM_1051	aligned_codons	65	dN	0.4866	dS	1.4920	omega(dN/dS)	0.3262
BcerKBAB4_4956 BPUM_3137	aligned_codons	311	dN	0.1916	dS	2.1164	omega(dN/dS)	0.0905
BcerKBAB4_4042 BcerKBAB4_4042	aligned_codons	398	dN		dS		omega(dN/dS)	
BcerKBAB4_4518 BPUM_2626	aligned_codons	465	dN	2.4052	dS	4.0801	omega(dN/dS)	0.5895
BcerKBAB4_4438 BPUM_2571	aligned_codons	101	dN	0.4627	dS	1.7421	omega(dN/dS)	0.2656
BcerKBAB4_1094 BPUM_1013	aligned_codons	471	dN	0.5908	dS	2.3101	omega(dN/dS)	0.2557
BcerKBAB4_0691 BPUM_0190	aligned_codons	160	dN	0.1560	dS	3.2011	omega(dN/dS)	0.0487
BcerKBAB4_4418 BPUM_2552	aligned_codons	796	dN	2.0351	dS	4.0122	omega(dN/dS)	0.5072
BcerKBAB4_1618 BPUM_0141	aligned_codons	374	dN	0.7539	dS	3.8802	omega(dN/dS)	0.1943
BcerKBAB4_0567 BPUM_0151	aligned_codons	493	dN	0.3470	dS	2.7028	omega(dN/dS)	0.1284
BcerKBAB4_2740 BPUM_0724	aligned_codons	666	dN	0.3486	dS	4.5638	omega(dN/dS)	0.0764
BcerKBAB4_1442 BPUM_1993	aligned_codons	372	dN	0.4047	dS	4.0917	omega(dN/dS)	0.0989
BcerKBAB4_0047 BPUM_0038	aligned_codons	76	dN	0.4348	dS	2.6440	omega(dN/dS)	0.1645
BcerKBAB4_4026 BcerKBAB4_4026	aligned_codons	583	dN		dS		omega(dN/dS)	
BcerKBAB4_0501 BPUM_3315	aligned_codons	270	dN	0.4200	dS	3.7700	omega(dN/dS)	0.1114
BcerKBAB4_4145 BPUM_2254	aligned_codons	695	dN	2.0203	dS	2.2539	omega(dN/dS)	0.8964
BcerKBAB4_1874 BPUM_1262	aligned_codons	350	dN	0.5721	dS	2.3625	omega(dN/dS)	0.2422
BcerKBAB4_1782 BPUM_0629	aligned_codons	1563	dN	2.1308	dS	4.9824	omega(dN/dS)	0.4277
BcerKBAB4_2109 BPUM_2846	aligned_codons	136	dN	0.6035	dS	3.1887	omega(dN/dS)	0.1893
BcerKBAB4_0152 BPUM_0165	aligned_codons	628	dN	2.1293	dS	2.1117	omega(dN/dS)	1.0083
BcerKBAB4_3667 BcerKBAB4_3667	aligned_codons	90	dN		dS		omega(dN/dS)	
BcerKBAB4_1675 BPUM_2505	aligned_codons	434	dN	2.2785	dS	4.1885	omega(dN/dS)	0.5440
BcerKBAB4_1532 BPUM_3458	aligned_codons	250	dN	0.5130	dS	3.6988	omega(dN/dS)	0.1387
BcerKBAB4_0231 BPUM_0438	aligned_codons	95	dN	0.3595	dS	2.0881	omega(dN/dS)	0.1722
BcerKBAB4_2244 BPUM_1138	aligned_codons	309	dN	0.7213	dS	3.9422	omega(dN/dS)	0.1830
BcerKBAB4_1429 BPUM_2014	aligned_codons	348	dN	3.7591	dS	1.7923	omega(dN/dS)	2.0973
BcerKBAB4_1149 BPUM_1995	aligned_codons	402	dN	2.2769	dS	1.9975	omega(dN/dS)	1.1399
BcerKBAB4_1406 BcerKBAB4_1406	aligned_codons	356	dN		dS		omega(dN/dS)	
BcerKBAB4_0663 BPUM_3496	aligned_codons	339	dN	0.5287	dS	2.5638	omega(dN/dS)	0.2062
BcerKBAB4_3755 BPUM_1396	aligned_codons	410	dN	0.4041	dS	1.8694	omega(dN/dS)	0.2162
BcerKBAB4_1208 BPUM_0872	aligned_codons	314	dN	2.1073	dS	3.8678	omega(dN/dS)	0.5448
BcerKBAB4_4460 BPUM_2577	aligned_codons	404	dN	0.1478	dS	1.6301	omega(dN/dS)	0.0907
BcerKBAB4_2617 BPUM_1346	aligned_codons	278	dN	0.5480	dS	3.1236	omega(dN/dS)	0.1754
BcerKBAB4_3750 BPUM_1401	aligned_codons	58	dN	0.1667	dS	0.5156	omega(dN/dS)	0.3232
BcerKBAB4_4510 BPUM_2625	aligned_codons	170	dN	0.4683	dS	1.3396	omega(dN/dS)	0.3496
BcerKBAB4_0305 BPUM_0362	aligned_codons	455	dN	0.2942	dS	4.2296	omega(dN/dS)	0.0696
BcerKBAB4_2360 BPUM_1780	aligned_codons	513	dN	0.2357	dS	4.3547	omega(dN/dS)	0.0541
BcerKBAB4_4470 BcerKBAB4_4470	aligned_codons	167	dN		dS		omega(dN/dS)	
BcerKBAB4_4413 BPUM_2547	aligned_codons	344	dN	0.2215	dS	3.9552	omega(dN/dS)	0.0560
BcerKBAB4_5134 BPUM_3358	aligned_codons	125	dN	0.1706	dS	2.9487	omega(dN/dS)	0.0579
BcerKBAB4_4220 BPUM_2361	aligned_codons	308	dN	0.3243	dS	3.9837	omega(dN/dS)	0.0814
BcerKBAB4_3748 BPUM_1403	aligned_codons	163	dN	0.4226	dS	3.4019	omega(dN/dS)	0.1242
BcerKBAB4_1558 BPUM_3183	aligned_codons	137	dN	0.8883	dS	3.0687	omega(dN/dS)	0.2895
BcerKBAB4_4243 BPUM_2391	aligned_codons	374	dN	0.1910	dS	2.2507	omega(dN/dS)	0.0848
BcerKBAB4_1788 BPUM_0273	aligned_codons	274	dN	0.6975	dS	2.2479	omega(dN/dS)	0.3103
BcerKBAB4_4294 BPUM_2439	aligned_codons	268	dN	0.2143	dS	4.3679	omega(dN/dS)	0.0491
BcerKBAB4_0773 BPUM_3251	aligned_codons	517	dN	0.6377	dS	4.0401	omega(dN/dS)	0.1578
BcerKBAB4_3877 BPUM_1281	aligned_codons	636	dN	2.4035	dS	4.3043	omega(dN/dS)	0.5584
BcerKBAB4_0033 BPUM_0022	aligned_codons	760	dN	1.9192	dS	4.2119	omega(dN/dS)	0.4557
BcerKBAB4_3554 BcerKBAB4_3554	aligned_codons	263	dN		dS		omega(dN/dS)	
BcerKBAB4_3549 BPUM_1599	aligned_codons	629	dN	2.3662	dS	4.1114	omega(dN/dS)	0.5755
BcerKBAB4_3205 BPUM_0758	aligned_codons	281	dN	1.0116	dS	3.7756	omega(dN/dS)	0.2679
BcerKBAB4_3726 BPUM_1438	aligned_codons	159	dN	0.3904	dS	3.3716	omega(dN/dS)	0.1158
BcerKBAB4_0753 BPUM_0733	aligned_codons	173	dN	0.2225	dS	2.3950	omega(dN/dS)	0.0929
BcerKBAB4_2068 BPUM_0530	aligned_codons	255	dN	0.5882	dS	2.4689	omega(dN/dS)	0.2383
BcerKBAB4_2934 BPUM_1733	aligned_codons	106	dN	0.3079	dS	2.9167	omega(dN/dS)	0.1056
BcerKBAB4_0026 BPUM_0015	aligned_codons	330	dN	0.3986	dS	3.9322	omega(dN/dS)	0.1014
BcerKBAB4_0300 BPUM_0644	aligned_codons	96	dN	0.1910	dS	2.3750	omega(dN/dS)	0.0804
